brand_id,canonical_name,aliases_es,keep_original,is_action_brand,confidence,review_status,notes
Troppie,Troppie,Troppie,1,0,HUMAN_CONFIRMED,HUMAN_REVIEWED,用户于 2026-08-25 确认；Action ES SKU 2557704 的饮料品牌。
Tummie Time,Tummie Time,Tummie Time,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Turtle Wax,Turtle Wax,Turtle Wax,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Twix,Twix,Twix,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
UHU,UHU,UHU,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
UNO,UNO,UNO,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Umbro,Umbro,Umbro,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Valma,Valma,Valma,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Van Bleiswijck,Van Bleiswijck,Van Bleiswijck,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Vanish,Vanish,Vanish,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Varanti,Varanti,Varanti,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Varo,Varo,Varo,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Varta,Varta,Varta,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Vileda,Vileda,Vileda,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Vinove,Vinove,Vinove,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Vivance,Vivance,Vivance,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Waimea,Waimea,Waimea,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Walfort,Walfort,Walfort,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Wash Up,Wash Up,Wash Up,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Washcat,Washcat,Washcat,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
WaterWipes,WaterWipes,WaterWipes,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Welly,Welly,Welly,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Werckmann,Werckmann,Werckmann,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Werther's,Werther's,Werther's,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Whiskas,Whiskas,Whiskas,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Who's Hair,Who's Hair,Who's Hair,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Widex,Widex,Widex,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Wilhelmina,Wilhelmina,Wilhelmina,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Wilkinson Sword,Wilkinson Sword,Wilkinson Sword,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Willow & Bloom,Willow & Bloom,Willow & Bloom,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Woofflicious,Woofflicious,Woofflicious,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
XXL Nutrition,XXL Nutrition,XXL Nutrition,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Xtorm,Xtorm,Xtorm,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Xtronic,Xtronic,Xtronic,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Youmi,Youmi,Youmi,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Zed Candy,Zed Candy,Zed Candy,1,0,AI_REVIEWED,NEEDS_HUMAN_REVIEW,来源：2026-08-25 品牌/IP审核；已确认商品名证据，待人工抽检。
Zenova,Zenova,Zenova,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Ziki,Ziki,Ziki,1,1,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
Zuru,Zuru,Zuru,1,0,REFERENCE,HUMAN_REVIEWED,2026-08-24 品牌识别清单
