sku,canonical_id,name_es_raw,name_zh_standard,brand_id,cat1_es,cat2_es,cat1_zh,cat2_zh,spec_es_raw,spec_zh_standard,source_hash,translation_status,review_status,locked,source_first_seen,source_last_seen,updated_at,notes
3211603,ACT3211603,Vaso con pajita y cubitos de hielo,带吸管冰块杯,,Cocina,,厨房餐具,,550 ml | varios colores,550 毫升 | 多种颜色,ee5af52130ffc27a1dd12c7ffc00367c00cce6a90c2919d237bc6e19a1c2949f,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3211609,ACT3211609,Lámpara flor de loto Solar,太阳能莲花灯,,Jardín,,园艺户外,,"Ø 16,5x9,5 cm | varios colores",直径16.5×9.5厘米，多色,033ce12d2273a56dd210277deaa9394125e03a69f797ec64b1c2d2b37ad8980f,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-07-06,2026-08-25,
3211619,ACT3211619,Auriculares inalámbricos Fresh ’n Rebel,无线耳机,Fresh 'n Rebel,Multimedia,Audio,数码影音,音频设备,Varios colores,多种颜色,91a7ccc8eb55c79bfddf0f8c90be1c1c55a5b5c04d034adf01c8ac26440b26c3,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3211649,ACT3211649,Tarro de conserva con tapa,带盖玻璃储物罐,,Cocina,,厨房餐具,,750 ml,750 毫升,9b571f907e6ed9486fc632c3f29ebb994c79cd7ab02faa436893b4acf40b9cc3,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211651,ACT3211651,Jarra,壶,,Cocina,,厨房餐具,,1 litro | varios colores,1 升 | 多种颜色,21cb8d96fcf13e1b465ba66d6331134a145fbfc4479a0c2f6350e46b5ead94ad,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211653,ACT3211653,Ensaladera de porcelana,瓷质沙拉碗,,Cocina,Vajillas,厨房餐具,餐具器皿,Ø 20x10 cm,直径20×10cm,dee174467cbbf303e7b8d9b526ed5925ec5a31748c7555db3be8443533c30ba3,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-13,2026-08-25,2026-08-25,
3211659,ACT3211659,Candelabro,烛台,,Vivienda,,家居布置,,9 cm | diferentes variantes,9 厘米 | 多种款式,1b56ac14dbc5c5b8a1233da0e5637cc4b58c86300efec25e840fda4cfcd669fc,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-08-13,2026-08-25,
3211661,ACT3211661,Decoración de pared animal,动物墙面装饰,,Vivienda,,家居布置,,"30,5x29,5x2 cm | diferentes variantes","30,5×29,5×2 厘米 | 多种款式",532b226269f45ad6e102c1f7a5e75f403892079876c181a30c1f16a51e39b16a,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211675,ACT3211675,Vela aromática,香薰蜡烛,,Vivienda,,家居布置,,"Ø 10x12,5 cm | diferentes variantes","Ø 10×12,5 厘米 | 多种款式",6f26ce159476a9712ba61e0de308ca71c4306c6ad38fbd4b2a38b45d57f840b1,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211683,ACT3211683,Jarra de agua con grifo,带龙头水壶,,Cocina,Organizadores de despensa,厨房餐具,储物收纳,3 litros | varios colores,3L｜多种颜色,67e0fb521253ee85a6aea619960b7fa4a32ce2e14ffef03d889ccaf20a6c98b5,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3211705,ACT3211705,Vaso,杯子,,Cocina,,厨房餐具,,275 ml | diferentes variantes,275毫升，多款,9d0bf6b095168bcc1f2cd67ac4ddd8a8cc293a80ef48b4fc35be6e6d25816a1a,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-07-06,2026-08-25,
3211743,ACT3211743,Tarjeta de felicitación con música,音乐贺卡,,Hobby,Artículos de fiesta,兴趣手作,派对用品,Diferentes variantes,多款可选,f753787ddbd7fdb0e4b4c9ad994d2dbaf587694f651a7142fccab108535fcc1a,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3211753,ACT3211753,Freidora inteligente Tomado Superior,智能空气炸锅,Tomado,Cocina,Aparatos de cocina,厨房餐具,厨房电器,"1300 vatios | 3,2 litros",1300W｜3.2L,3d739706307d84974a6064fe276139e359b884263ac140798437836d3182b70c,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3211767,ACT3211767,Cañón de confeti,彩纸礼花筒,,Hobby,,兴趣手作,,Varios colores,多种颜色,2dc04a3ed24666b1f52c78eb18b1408017cd8656559f38573ce49fc461988131,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211791,ACT3211791,M&M's Mini's,M&M's迷你巧克力豆,,Comer y beber,,食品饮料,,225 gramos,225克,4819064999d5b7e2cb0a4257b462e8bdd333eea9ec778b166ca4779a7e374f89,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3211793,ACT3211793,Botella Celebrations,巧克力瓶,Celebrations,Comer y beber,Chocolate,食品饮料,巧克力,296 gramos,296g,2ec87ecc1206b4d4f1660ccd9ce45b4657f60210199b572988fe3f8970142dbe,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3211811,ACT3211811,Chancletas,拖鞋,,Moda,,服饰鞋包,,Números 27-31 | diferentes variantes,27 - 31 | 多种款式,110b5ef75b126acf3b6d1414b751deeb9f15958ca52e04fb730a73532b8a5ff9,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-08-13,2026-08-25,
3211813,ACT3211813,Camisetas,T恤,,Moda,,服饰鞋包,,Tallas 98-128 | 2 uds. | diferentes variantes,98 - 128 | 2,da245ce3f50a105fec6685586a8aed9b2429c8792ac7b6711544e21544220493,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-13,2026-08-25,
3211815,ACT3211815,Botas de agua para niños,儿童雨靴,,Moda,Zapatos,服饰鞋包,鞋靴,Números 24-29 | varios colores,尺码 24-29｜多种颜色,93296dddced65b18e066b4f8d7107177e75e15902208274e1ccc408bfcab5875,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3211827,ACT3211827,Iluminador arcoíris Max &amp; More,Max & More彩虹高光粉,,Cuidado personal,,个人美容,,"6,5 gramos",6.5 克,bf0816a40cef796537008b5e1bf202e83bcbda567b7b2dc1ae35feb175728a2c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-07-13,2026-08-25,
3211831,ACT3211831,Cojín Haga,抱枕,,Vivienda,,家居布置,,60x60 cm | varios colores,60×60厘米 | 多种颜色,63c91399e29844825fcbf46d0e30ec5c5d40bebda7765d2888cd32333dd9459f,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211861,ACT3211861,Olivo artificial,仿真橄榄树,,Vivienda,,家居布置,,79 cm,79 厘米,9f837123e2f15e06072ecba769521543e4114a6ff31e35f5001dbd6c26c838c8,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-08-21,2026-08-25,
3211867,ACT3211867,Planta artificial en macetero,盆栽仿真植物,,Vivienda,,家居布置,,Ø 11x12 cm | diferentes variantes,Ø 11×12 厘米 | 多种款式,6160e1ab16334f74b98aec42a7970f9c0a0d948fce65d09d91a29aebb195762c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211885,ACT3211885,Ramo de flores artificiales en jarrón,仿真花束带花瓶,,Vivienda,Decoración,家居布置,家居装饰,Varios colores,多种颜色,c29b4f6252a2f4d3bb8e1ac7b2234227e10e7e0663c77d590edb94f99d48edf6,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-20,2026-08-25,2026-08-25,
3211891,ACT3211891,Pilas de botón Varta CR2025,纽扣电池,Varta,Multimedia,Pilas,数码影音,电池,5 unidades,CR2025｜5件装,78593c59f699822b40d1f61100e43d3c1035cddad29d21136ef2fa5d79449ccb,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3211911,ACT3211911,Cuchillas desechables Ferrum,Ferrum 一次性剃刀片,,Cuidado personal,,个人美容,,15 unidades,15 件,c70323246f0972f5898f15e1a8488830a38a5685d36136985cc9b8b22fe6d33b,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3211913,ACT3211913,Figura XL de goma de borrar,XL橡皮擦公仔,,Oficina y papelería,,办公文具,,Diferentes variantes,多种款式,d12bf0fe2ff457674ed4b41fca940e11694ddd9890690221965d34bb9e56f8f8,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211915,ACT3211915,Cuchillas desechables Ferrum,Ferrum 一次性剃刀片,,Cuidado personal,,个人美容,,10 uds.,10 件,4d73ff77700511b319af500cf401f43b71297770836a6b1a377bbd0e811d6ad6,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3211919,ACT3211919,Haz tu propio limo,自制史莱姆套装,,Juguetes,,玩具,,17 piezas,17件装,022f8755d41bde3c635f6d6ab74c72a1a518d40d378c130a02d7533cc432d53c,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-02,2026-08-25,
3211921,ACT3211921,Dragón rojo LEGO Creator,红色龙,LEGO,Juguetes,Juegos simbólicos y de construcción,玩具,角色扮演和建构游戏,3 en 1 | LEGO n.º 31145,3合1｜LEGO n.º 31145,4513c4940e0dca047be4e87dfa030d8b33fdfd411ca80f0bb299a4d4b0dafc9e,MODEL_TRANSLATED,UNREVIEWED,0,,2026-08-25,2026-08-25,
3211937,ACT3211937,Juego de marcadores,马克笔套装,,Oficina y papelería,Papelería,办公文具,文具,18 piezas,18件,4e2e82f30a6e463add01799223c9b95e4c7ab5ffc90bde402b25aaf371a57fba,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3211943,ACT3211943,Juego para dibujar y colorear DécoTime,DécoTime 绘画涂色套装,,Hobby,,兴趣手作,,33 piezas,33 件,cd069e8704b403adf48310e1f5d2b61ad946e49fec9f2614d053b0767f99a91a,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3211945,ACT3211945,Rotuladores de doble punta DécoTime Dot,双头马克笔,DécoTime,Oficina y papelería,Papelería,办公文具,文具,10 uds. | varios colores,10件｜多种颜色,de803e7abfcb4a2c47f212a1034de4fce46f89903e2292b5fed3f26e0b289aca,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-13,2026-08-25,2026-08-25,
3211983,ACT3211983,Buldócer pesado LEGO Technic,乐高科技系列,,Juguetes,,玩具,,LEGO n.º 42163,乐高,9e2309a7b7a0a5aa83b9617c833af0fc7d563f3ec53d7e0c0df990d645f23d7c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-10,2026-08-25,
3212001,ACT3212001,Bálsamo labial con péptidos Bonjolie,胜肽润唇膏 Bonjolie,,Cuidado personal,,个人美容,,9 ml | varios colores,9 毫升 | 多种颜色,ea92986f010d583f9043349a26d8077c832424d049286ab0b8fab49933b72fae,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-08-02,2026-08-25,
3212011,ACT3212011,Pestañas postizas Bonjolie,假睫毛,Bonjolie,Cuidado personal,Maquillaje,个人美容,彩妆,5 pares,5双,78ed6937d4de86bfb28bb29935b02d7f7f4b91998050f372f4c008612e742b37,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212013,ACT3212013,Kit para el cuidado de las cejas,眉毛护理套装,,Cuidado personal,Maquillaje,个人美容,彩妆,3 piezas,3件,345b473206e6a4594226d6462df4d5559b5b1b505d4d1e8215657edd1409ff86,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3212015,ACT3212015,Kit para el cuidado de los pies Footsteps,Footsteps 足部护理套装,,Cuidado personal,,个人美容,,3 piezas,3 件,ed6568bea516f9d3f979371573fac9d58f4ce81d2762e79c792f5ade5fb18820,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212025,ACT3212025,Maleta blanda Spilbergen Krakow,软壳行李箱,Spilbergen,Viajes,Maletas,旅行用品,行李箱,32 litros | 36x20x50 cm | varios colores,32L｜36×20×50cm｜多种颜色,57143810c48fff10b3fd712d7b37a7d1ae943b59dd122559bbc459f4131517bc,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3212027,ACT3212027,Heladera para el baño,浴室玩具套装,,Juguetes,,玩具,,5 piezas | diferentes variantes,5件装 | 多种款式,5e2fb2ffa15a8e4a311c8afeb2ea09e8241cf5f07fbea85f357613bf5c3dca5f,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-07-06,2026-08-25,
3212033,ACT3212033,Pistola de agua 2 en 1,枪水 2 1,,Juguetes,,玩具,,Varios colores,多种颜色,a8e7139975ad448d8bbd01e960ba50bf719cf279db3d2f588ed5333ffaa6fb23,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-07-27,2026-08-25,
3212039,ACT3212039,Pistola de agua,枪水,,Juguetes,,玩具,,56 cm | varios colores,56 厘米 | 多种颜色,d54856dba5c7a8ae8b48783ce65adc9524ac582b4dc97dedd0d1318db256cf32,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-07-27,2026-08-25,
3212043,ACT3212043,Juego de helados para arena,沙滩冰淇淋玩具游戏,,Juguetes,,玩具,,13 piezas,13件,f05375f7d27559377425b28513f025756c3f158b6a61541f91aae89a40f1c1b4,NEEDS_REVIEW,NEEDS_REVIEW,0,2026-04-05,2026-07-06,2026-08-25,
3212059,ACT3212059,Bolsa de basura de jardín Garden Touch,花园垃圾袋,Garden Touch,Jardín,Herramientas de jardinería,园艺户外,园艺工具,150 litros,150L,a6b847ac90e8cda50bc63efc0a12a0aaea4b5690d99cdb2b95df6a7fcac5135d,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3212063,ACT3212063,Figura de baño de burbujas,泡泡浴玩偶,,Juguetes,Juguetes de exterior,玩具,户外玩具,Diferentes variantes,多款可选,5b9152f683d35331641e0104533c5cd412f2095ec938817aa83fc222cd48dbd0,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3212069,ACT3212069,Juguetes de arena,沙滩玩具,,Juguetes,,玩具,,8 piezas | varios colores,8 件 | 多种颜色,6bbdca4d4e4ec95199c8c43caeecbb6ecb49fcaf351316a2ddb655f2d5815f47,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-20,2026-08-25,
3212071,ACT3212071,Juguetes de baño flotantes,漂浮沐浴玩具,,Juguetes,,玩具,,3-4 unidades | diferentes variantes,3-4 件 | 多种款式,93653be3cd8d7182110611734a4da513e89fc0934a4e36cec6ff44e99350306c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212083,ACT3212083,Set de palas de tenis playa,沙滩网球拍套装,,玩具,,玩具,,4 件,,09d1791bbb2dfa93dae4d82df1aeba20788c0f02b1d6b5a756bb0e7a913cb080,NEEDS_REVIEW,NEEDS_REVIEW,0,2026-07-01,2026-07-01,2026-08-25,
3212095,ACT3212095,Estuche Disney,文具盒,Disney,Oficina y papelería,Material escolar,办公文具,学习用品,Diferentes variantes,多款可选,0243e0b7a613b87590765089af19d4be8c54034b0ee184ae2f523ace8a0a8c11,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-06,2026-08-25,2026-08-25,
3212097,ACT3212097,Barras de maquillaje,彩妆棒套装,,Cuidado personal,,个人美容,,3 uds. | diferentes variantes,3 件 | 多种款式,7dd3ea8e7da39214235dbb193c12e9041cdbaf0f49c2b8d6e8ed001293633e19,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212099,ACT3212099,Vaso Excellent Houseware,杯子,Excellent Houseware,Cocina,Vajillas,厨房餐具,餐具,"1,2 litros | varios colores",1.2L｜多种颜色,d539f72bd01d48d71249b3e9cd735ac837dd61f55a74a37e78e5e0d8f5ab61fc,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3212113,ACT3212113,Taza de café,咖啡杯,,Cocina,,厨房餐具,,100 ml | varios colores,100毫升，多色,c03e56f8a3aa05abfa8ab2f10b16ff9f2f7275ae4461b4d18bf1ff7b7162e3c2,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-07-06,2026-08-25,
3212155,ACT3212155,Cepillo para barbacoa,烧烤刷,,园艺,,园艺户外,,38厘米,,245a9b041692393661607fd09f299ac6592c27a10eac41bae7388c88d5705952,NEEDS_REVIEW,NEEDS_REVIEW,0,2026-07-01,2026-07-01,2026-08-25,
3212157,ACT3212157,Mesa auxiliar con iluminación solar,太阳能边几,,Jardín,Muebles del jardín,园艺户外,花园家具,Ø 50x37 cm,直径50×37cm,b7a796b18c9267c95cb01bb4cd87812a06edfa734a56888e6643e74d173cebaa,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3212161,ACT3212161,Vela de citronela en un tarro de vidrio,香茅蜡烛,,Jardín,Control de plagas,园艺户外,害虫防治,11x12 cm | varios colores,11×12cm｜多种颜色,a4e5f4f9398542ae3d96bfb07267c936df692ef36ad865a81fa067d55409c70e,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3212179,ACT3212179,Cojín para silla,靠垫椅子,,Jardín,,园艺户外,,40x40 cm | varios colores,40×40 厘米 | 多种颜色,d742fd7d190016103dfff61ab98663df8fbe16cb63608f70b0b5383a52cd140c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-10,2026-08-25,
3212185,ACT3212185,Cucharillas de postre,甜品勺,,Cocina,Cubiertos,厨房餐具,刀叉餐具,4 unidades | diferentes variantes,4件｜多款可选,8d926c6a0647fc15d48a3c832d9193597d313c858080d4b0bb46e1c185fcebb0,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-13,2026-08-25,2026-08-25,
3212193,ACT3212193,Set de flotadores de pesca Max Ranger,钓鱼浮漂套装,Max Ranger,Artículos deportivos,Accesorios y equipamiento deportivo,运动用品,运动配件和装备,Diferentes variantes,多款可选,1edab2f48366098afbbac81298784686198a645ad0740b7727fd1c5bb4d96bab,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-08-25,2026-08-25,
3212203,ACT3212203,Cojín Iris,靠垫 Iris,,Vivienda,,家居布置,,50x50 cm | varios colores,50×50 厘米 | 多种颜色,64dd646a2a74ffdce32ae46b3f46b17fdaa31f8ac5b689070dc299f1378878f4,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-08-22,2026-08-25,
3212205,ACT3212205,Plato plano de porcelana,瓷质平盘,,Cocina,,厨房餐具,,"Ø 26,5 cm | varios colores","Ø 26,5 厘米 | 多种颜色",8abfd2da4126435a7e1480f4613ae90c682676cbc83906cf531bb3310a0af189,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212209,ACT3212209,Cuenco de sopa de porcelana,瓷质汤碗,,Cocina,,厨房餐具,,Ø 21 cm | varios colores,Ø 21 厘米 | 多种颜色,817b298dff81a5482216b456213f01a2a1be66f53b022a1ec0e221d71407b26b,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212213,ACT3212213,Cuenco pequeño de porcelana,碗小号陶瓷,,Cocina,,厨房餐具,,"Ø 11,5x6,5 cm | varios colores","Ø 11,5×6,5 厘米 | 多种颜色",1901a03596184b53ff22715f9c289bb6403736d0b36a453524a3fa1a33eb3067,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212223,ACT3212223,Rompecabezas Pascua,复活节拼图,,Juguetes,,玩具,,Diferentes variantes,多种款式,ef9a65e92c1741e87379b451d09104fb11a4c3e5132d231d0ef22de6bc136a38,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3212225,ACT3212225,Manta Floris,毛毯,,Vivienda,Mantas de viaje y mantas,家居布置,旅行毯和毯子,140x180 cm | varios colores,140×180cm｜多种颜色,d23ba5215d996255a079db99ae6d3eb95a7be1dd9512612a7bf26efef5cf38c4,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-20,2026-08-25,2026-08-25,
3212233,ACT3212233,Alfombra La Isla Living Pebble,鹅卵石地毯,,Vivienda,,家居布置,,130x190 cm,130×190厘米,361696e603678d9c8479fc362f4a7dc2736b6a4f423afd965525d6b60b6b7b75,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212239,ACT3212239,Juego de cintas para el pelo,弹力发带套装,,Moda,Accesorios para el cabello,服饰鞋包,发饰,2 piezas | diferentes variantes,2件｜多款可选,7ee7aa95544026931664bd16939ec78113de7bdeefea8eafced1b66740931864,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-27,2026-08-25,2026-08-25,
3212247,ACT3212247,Taza,防洒杯,,Cocina,,厨房餐具,,300 ml | varios colores,300 毫升 | 多种颜色,d9325e9a60e6180abf23bbcc38259fb8cf2e25aa6709beb40e9d94d059872bd5,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212249,ACT3212249,Taza de expreso,杯子意式浓缩,,Cocina,,厨房餐具,,70 ml | varios colores,70 毫升 | 多种颜色,5a4a1fe002b0ef3a8b4323193ccb2878496210875ab48a3b19abb4f1fd6ae76b,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-07-20,2026-08-25,
3212255,ACT3212255,Plato hondo Oasis,深盘,,Cocina,,厨房餐具,,Ø 20 cm | varios colores,直径20厘米｜多种颜色,65cf437a83dd7fd352f93a687aff3f74fee6541bb422960f6d72fe984d9cfbf9,MODEL_TRANSLATED,UNREVIEWED,0,2026-04-05,2026-07-06,2026-08-25,
3212265,ACT3212265,Toallitas limpiadoras para el pelo Blossity,Blossity 头发清洁湿巾,,Cuidado personal,,个人美容,,20 uds.,20 件,bb85924b52d6b6968f23727c80e2cdd165938aa567184ca97c4e71bcb7a3291c,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212279,ACT3212279,Taburete de madera,木凳,,Vivienda,Muebles,家居布置,家具,31x19x25 cm | varios colores,31×19×25cm｜多种颜色,92b27cb872efca6b6147c35ebb8242638aac3a44caf877fe753e1ad7759a2343,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-02,2026-08-25,2026-08-25,
3212291,ACT3212291,Limpiador de inodoros Miss Bubble,马桶清洁剂,Miss Bubble,Hogar,Productos de limpieza,家务清洁,清洁产品,750 ml,750ml,06d203b95bb0ea8a52b99d3b07ff0307772aff80d3c80354ca558ad619198032,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212293,ACT3212293,Detergente multiusos Miss Bubble,多用途洗涤剂,Miss Bubble,Hogar,Productos de limpieza,家务清洁,清洁产品,750 ml,750ml,7c365572c006e81d9163bb0b67eb02b48f1dc5a500f8e5ed5f22eafec134fd8d,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212295,ACT3212295,Espuma limpiadora para inodoros Miss Bubble,马桶泡沫清洁粉,Miss Bubble,Hogar,Productos de limpieza,家务清洁,清洁产品,3x 100 gramos,3×100g,4d5ad786c8b23824b8fba62f103ad73c05bd6a4a6e66cb25227b1f4660a8c89b,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212309,ACT3212309,Estropajo,百洁布,,Hogar,,家务清洁,,5x10x10 cm,5×10×10 厘米,b8aec3d1c7486da18f12ae691f7c01b17d1d191d3af39d562ca9c52c740c213a,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-04-05,2026-08-25,
3212315,ACT3212315,Turbo Scrubber CleanRite,电动旋转清洁刷,CleanRite,Hogar,Artículos de limpieza,家务清洁,清洁用品,9 accesorios,9件配件,806f6cdd2b9fb74c9a485d86c6c05cb3edff6b21e190073b34403627f805a66e,MODEL_TRANSLATED,UNREVIEWED,0,2026-08-02,2026-08-25,2026-08-25,
3212321,ACT3212321,Juego de pelotas con cierre de gancho y bucle,魔术贴投球游戏,,Juguetes,,玩具,,3 piezas | varios colores,3 件 | 多种颜色,87f54f3524c968611fbcf2ab6d1852751f339098d328be76501caa2dc63d9bee,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-04-05,2026-08-13,2026-08-25,
3212337,ACT3212337,Perfume para la colada Daili Summer Glow,洗衣香氛,Daili,Hogar,Detergentes y lavavajillas,家务清洁,洗涤剂和洗碗用品,150 ml,150ml,c1313b17e3d82dfefbb734afc62122607fcfa8778bdb6d09f7e26332e3403063,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212343,ACT3212343,"Purpurina para el cabello, cuerpo y cara",闪粉（适用于头发、身体和面部）,,Cuidado personal,Maquillaje,个人美容,,Diferentes variantes,不同款式,d07a052ef75639942d7eb799b298981288d8f49b730b2dd58f70ece38bcc371e,HUMAN_REVIEWED,HUMAN_REVIEWED,0,2026-07-01,2026-08-26,2026-08-27,DeepSeek审核通过；字段级覆盖
3212347,ACT3212347,Recambio de ambientador,空气清新剂替换装,,Hogar,Productos de limpieza,家务清洁,清洁产品,300 ml | diferentes variantes,300ml｜多款可选,8b561613132e8bf2c20f33c744d0802527848fb67da2ba85a5c20851ccbd0113,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-08-25,2026-08-25,
3212365,ACT3212365,Potecitos Slime Tastic,史莱姆罐装套装,,Hobby,,兴趣手作,,15 unidades | diferentes variantes,15件装 | 多种款式,6387481ce089f7f085fae5b6e70960eb5f959764c33a119e397e94be5ec72b71,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212377,ACT3212377,Taza,杯子,,Cocina,Vasos,厨房餐具,杯子,"1,2 litros | varios colores",1.2L｜多种颜色,70cdf6c62611ce61b8ff4c013f6f303ad41bf9c6070049064fcc6ec3f46136d2,MODEL_TRANSLATED,UNREVIEWED,0,2026-07-01,2026-08-25,2026-08-25,
3212379,ACT3212379,Taza de café para llevar Lowenthal,随行咖啡杯,,Cocina,,厨房餐具,,4 unidades | 475 ml | varios colores,4件装 | 475毫升 | 多种颜色,81643a626565a66e15485984a248b4b622674c91ed1e6c7b6f7abce7ee68bb6e,MODEL_TRANSLATED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
3212383,ACT3212383,Bolsas de vacío con bomba eléctrica,电动真空压缩袋3件套,,Viajes,,旅行用品,,3 piezas,3 件,1fa63662f3f9dbddddf7a234ac8e985c8af5577e471cc7df17858c7826bf92b7,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-07-01,2026-07-13,2026-08-25,
3212385,ACT3212385,Libro para colorear,涂色书,,Hobby,,兴趣手作,,Diferentes variantes,多种款式,6c9f7c88bb89c4f3989a8c7fed879a133ec6856f6d4934844465ed9d3a950cda,LEGACY_UNVERIFIED,UNREVIEWED,0,2026-01-09,2026-01-09,2026-08-25,
